transaction_id,customer_id,transaction_date,transaction_amount,debit_credit_indicator,transaction_type,channel,transaction_narrative,beneficiary_name,beneficiary_bank
TX020,CUST017,12-01-2024,25000.0012,D,Wire,International_Wire,Import Payment,Chinese Manufacturer,Bank of China
TX021,CUST018,12-01-2024,2099.995857,D,Branch,Domestic,Medical Expense,Private Clinic,Lloyds Bank
TX022,CUST019,13-01-2024,10500.01844,D,Wire,NRISR,Investment Abroad,Property Developer,Dubai Islamic Bank
TX023,CUST020,13-01-2024,3199.99836,D,Wire,International_Wire,Business License Fee,UK Gov Authority,Government Bank
TX024,CUST001,14-01-2024,4499.989641,D,Wire,International_Wire,Education Material Purchase,Academic Books Ltd,Amazon Pay
TX025,CUST002,15-01-2024,3799.996653,D,Online,Domestic,Mortgage Payment,Halifax Bank,Halifax
TX026,CUST003,15-01-2024,11999.99884,C,Wire,International_Wire,Client Payment Received,US Client Corporation,Wells Fargo
TX027,CUST004,16-01-2024,899.9800738,D,ATM,ATM,Cash Withdrawal,Self,ATM Network
TX028,CUST005,16-01-2024,18.98600489,C,Online,Domestic,Small Gig Payment,TaskRabbit,Stripe
TX029,CUST005,16-01-2024,17.01559356,C,Online,Domestic,Small Gig Payment,Rover Pet Sitting,PayPal
TX030,CUST006,17-01-2024,15799.99862,D,Wire,International_Wire,Holiday Package,Travel Agency,Emirates NBD
TX031,CUST007,17-01-2024,9799.986848,D,Wire,NRISR,Supplier Payment,European Vendor,Deutsche Bank
TX032,CUST008,18-01-2024,5499.983303,D,Wire,International_Wire,Family Support,Relative Abroad,Remitly
TX033,CUST009,18-01-2024,18499.98773,D,Wire,International_Wire,Equipment Import,Japanese Supplier,Mizuho Bank
TX034,CUST010,19-01-2024,2799.989474,D,Wire,International_Wire,Online Course Fee,Coursera Platform,Chase Bank
TX035,CUST011,19-01-2024,75000.0137,D,Branch,Domestic,Fixed Deposit Renewal,Self,Barclays UK
TX036,CUST012,20-01-2024,8899.988757,D,Wire,International_Wire,Charity Donation,International NGO,World Bank
TX037,CUST013,20-01-2024,6199.969675,D,Wire,NRISR,Business Supplier Payment,Indian Supplier,HDFC Bank
TX038,CUST014,21-01-2024,450.0046491,D,Branch,Domestic,Utility Payment,Electric Company,Direct Debit
TX039,CUST015,21-01-2024,11199.99214,D,Wire,International_Wire,Personal Loan Repayment,Personal Loan Ltd,Metro Bank
TX040,CUST016,22-01-2024,5900.013704,D,Wire,International_Wire,Study Materials,Educational Publisher,Oxford Press
TX041,CUST017,22-01-2024,32000.00743,D,Wire,International_Wire,Cryptocurrency Purchase,Coinbase Exchange,Coinbase
TX042,CUST018,23-01-2024,1599.984539,D,ATM,ATM,Cash Withdrawal,Self,ATM Network
TX043,CUST019,23-01-2024,9500.007504,D,Wire,NRISR,Investment Property Down Payment,Real Estate Developer,Emirates Bank
TX044,CUST020,24-01-2024,4099.993143,D,Wire,International_Wire,Business Insurance Premium,Insurance Provider,Aviva
TX045,CUST001,25-01-2024,16.01717164,C,Online,Domestic,Tutoring Income,Private Student,Bank Transfer
TX046,CUST001,25-01-2024,21.01660706,C,Online,Domestic,Tutoring Income,Online Student,Venmo
TX047,CUST002,26-01-2024,27999.99378,D,Wire,International_Wire,Investment Portfolio,Wealth Manager,Goldman Sachs
TX048,CUST003,26-01-2024,7199.988876,D,Wire,NRISR,Vendor Payment,Singapore Supplier,DBS Bank
TX049,CUST004,27-01-2024,2799.992034,D,Branch,Domestic,Healthcare Insurance,NHS Private,Bupa
TX050,CUST005,27-01-2024,17.99186166,C,Online,Domestic,Small Job Payment,Airtasker,Stripe
TX051,CUST006,28-01-2024,6800.002255,D,Wire,International_Wire,Vacation Booking,Hotel Chain,Marriott Bank
TX052,CUST007,28-01-2024,11499.99952,D,Wire,International_Wire,Import Goods Payment,Chinese Supplier,Bank of China
TX053,CUST008,29-01-2024,4199.994002,D,Wire,NRISR,Family Gift Transfer,Family Member,ICICI Bank India
TX054,CUST009,29-01-2024,21000.00147,D,Wire,International_Wire,Machinery Purchase,German Manufacturer,Deutsche Bank
TX055,CUST010,30-01-2024,3099.985177,D,Wire,International_Wire,Research Software License,Microsoft Education,Microsoft
TX056,CUST011,30-01-2024,2399.990215,D,Branch,Domestic,Medical Treatment,Private Doctor,Self Pay
TX057,CUST012,31-01-2024,10800.00091,D,Wire,International_Wire,Stock Market Investment,Trading Platform,Interactive Brokers
TX058,CUST013,31-01-2024,5600.013748,D,Wire,NRISR,Business Travel Expense,Travel Agency India,MakeMyTrip
TX059,CUST014,01-02-2024,520.0013906,D,ATM,ATM,Cash Withdrawal,Self,ATM Network
TX060,CUST015,01-02-2024,8899.992756,D,Wire,International_Wire,Mortgage EMI Payment,Mortgage Lender,Nationwide
TX061,CUST016,02-02-2024,7200.008773,D,Wire,International_Wire,Semester Fee Payment,Imperial College London,Barclays UK
TX062,CUST017,02-02-2024,28499.9851,D,Wire,International_Wire,Bitcoin Purchase,Binance Exchange,Binance
TX063,CUST018,03-02-2024,3100.013786,D,Branch,Domestic,Fixed Deposit Addition,Self,Barclays UK
TX064,CUST019,03-02-2024,12400.01634,D,Wire,NRISR,Business Investment,Dubai Business,Emirates NBD
TX065,CUST020,04-02-2024,4800.008136,D,Wire,International_Wire,Professional License Renewal,Regulatory Body,Government Bank
TX066,CUST002,05-02-2024,44999.99174,D,Wire,International_Wire,Property Purchase Down Payment,Estate Agent,Savills Bank
TX067,CUST003,06-02-2024,949.9868644,D,ATM,ATM,Cash Withdrawal,Self,ATM Network
TX068,CUST007,07-02-2024,13200.00196,D,Wire,International_Wire,Business Expansion Payment,Equipment Vendor,Citibank
TX069,CUST009,08-02-2024,19500.02612,D,Wire,International_Wire,Raw Materials Purchase,European Supplier,BNP Paribas
TX070,CUST012,09-02-2024,11499.99449,D,Wire,International_Wire,Portfolio Rebalancing,Investment Firm,Fidelity
TX071,CUST017,10-02-2024,38000.01011,D,Wire,International_Wire,Ethereum Purchase,Kraken Exchange,Kraken
TX072,CUST002,11-02-2024,18000.00989,D,Wire,International_Wire,Overseas Property Investment,Property Developer,HSBC Hong Kong
TX073,CUST006,12-02-2024,120000.0082,C,Wire,Domestic,Annual Bonus,Employer Corporation,HSBC UK
TX074,CUST008,13-02-2024,95000.00905,C,Wire,Domestic,Annual Salary,Tech Company,Barclays UK
TX075,CUST012,14-02-2024,135000.0075,C,Wire,Domestic,Year End Bonus,Financial Services Firm,JP Morgan
TX076,CUST015,15-02-2024,105000.0021,C,Wire,Domestic,Annual Compensation,Consulting Firm,KPMG Bank
TX077,CUST019,16-02-2024,144999.9999,C,Wire,Domestic,Executive Bonus,Multinational Corp,Citibank UK
TX078,CUST001,17-02-2024,6100.00435,D,Wire,International_Wire,Second Semester Tuition,University of Oxford,Barclays UK
TX079,CUST005,18-02-2024,2200.007877,D,Wire,International_Wire,Course Registration Fee,Cambridge University,NatWest
TX080,CUST010,19-02-2024,3599.99677,D,Wire,International_Wire,Lab Equipment Fee,Imperial College,HSBC UK
TX001,CUST001,05-01-2024,5800.009919,D,Wire,International_Wire,Tuition Payment Semester 1,University of Oxford,Barclays UK
TX002,CUST002,05-01-2024,12499.99939,D,Wire,International_Wire,Property Investment Payment,London Real Estate Ltd,HSBC UK
TX003,CUST003,05-01-2024,850.0037386,D,ATM,ATM,Cash Withdrawal,Self,ATM Network
TX004,CUST004,06-01-2024,3199.996696,D,Wire,Domestic,Healthcare Payment,Private Hospital,Lloyds Bank
TX005,CUST005,06-01-2024,2099.985982,D,Wire,International_Wire,Tuition Fee,Cambridge University,NatWest
TX006,CUST006,06-01-2024,449.9951596,C,Online,Domestic,Salary Credit,ABC Corporation,HSBC
TX007,CUST007,07-01-2024,8499.990502,D,Wire,International_Wire,Business Supplier Payment,Tech Solutions Inc,Citibank US
TX008,CUST008,07-01-2024,6100.00056,D,Wire,NRISR,International Wire Transfer,Family Abroad,Standard Chartered
TX009,CUST009,08-01-2024,14999.99621,D,Wire,International_Wire,Equipment Purchase,Industrial Supplies Co,Bank of America
TX010,CUST010,08-01-2024,18.00249456,C,Online,Domestic,Freelance Payment,Upwork Client,PayPal
TX011,CUST010,08-01-2024,14.99389057,C,Online,Domestic,Freelance Payment,Fiverr Client,PayPal
TX012,CUST010,08-01-2024,21.99931444,C,Online,Domestic,Freelance Payment,Freelancer Client,Wise
TX013,CUST010,08-01-2024,18.99197771,C,Online,Domestic,Tutoring Payment,Student Parent,Bank Transfer
TX014,CUST011,09-01-2024,1800.007046,D,Branch,Domestic,Fixed Deposit Opening,Self,Barclays UK
TX015,CUST012,09-01-2024,9199.997084,D,Wire,International_Wire,Investment Transfer,Vanguard Investments,JP Morgan
TX016,CUST013,10-01-2024,4500.003991,D,Wire,NRISR,Business Payment,Overseas Supplier,ICICI Bank
TX017,CUST014,10-01-2024,599.9858234,D,ATM,ATM,Cash Withdrawal,Self,ATM Network
TX018,CUST015,11-01-2024,7800.006527,D,Wire,International_Wire,Car Loan EMI Payment,Auto Finance Ltd,Santander UK
TX019,CUST016,11-01-2024,6200.023697,D,Wire,International_Wire,University Accommodation,Student Housing Ltd,Barclays UK
TX020,CUST017,12-01-2024,25000.00011,D,Wire,International_Wire,Import Payment,Chinese Manufacturer,Bank of China
TX021,CUST018,12-01-2024,2099.979863,D,Branch,Domestic,Medical Expense,Private Clinic,Lloyds Bank
TX022,CUST019,13-01-2024,10500.00899,D,Wire,NRISR,Investment Abroad,Property Developer,Dubai Islamic Bank
TX023,CUST020,13-01-2024,3199.997411,D,Wire,International_Wire,Business License Fee,UK Gov Authority,Government Bank
TX024,CUST001,14-01-2024,4500.000659,D,Wire,International_Wire,Education Material Purchase,Academic Books Ltd,Amazon Pay
TX025,CUST002,15-01-2024,3800.004121,D,Online,Domestic,Mortgage Payment,Halifax Bank,Halifax
TX026,CUST003,15-01-2024,12000.00845,C,Wire,International_Wire,Client Payment Received,US Client Corporation,Wells Fargo
TX027,CUST004,16-01-2024,900.0177854,D,ATM,ATM,Cash Withdrawal,Self,ATM Network
TX028,CUST005,16-01-2024,19.00165453,C,Online,Domestic,Small Gig Payment,TaskRabbit,Stripe
TX029,CUST005,16-01-2024,17.00184537,C,Online,Domestic,Small Gig Payment,Rover Pet Sitting,PayPal
TX030,CUST006,17-01-2024,15799.98549,D,Wire,International_Wire,Holiday Package,Travel Agency,Emirates NBD
TX031,CUST007,17-01-2024,9799.979561,D,Wire,NRISR,Supplier Payment,European Vendor,Deutsche Bank
TX032,CUST008,18-01-2024,5499.99801,D,Wire,International_Wire,Family Support,Relative Abroad,Remitly
TX033,CUST009,18-01-2024,18500.01017,D,Wire,International_Wire,Equipment Import,Japanese Supplier,Mizuho Bank
TX034,CUST010,19-01-2024,2799.998822,D,Wire,International_Wire,Online Course Fee,Coursera Platform,Chase Bank
TX035,CUST011,19-01-2024,74999.99902,D,Branch,Domestic,Fixed Deposit Renewal,Self,Barclays UK
TX036,CUST012,20-01-2024,8899.980521,D,Wire,International_Wire,Charity Donation,International NGO,World Bank
TX037,CUST013,20-01-2024,6200.004155,D,Wire,NRISR,Business Supplier Payment,Indian Supplier,HDFC Bank
TX038,CUST014,21-01-2024,449.9969342,D,Branch,Domestic,Utility Payment,Electric Company,Direct Debit
TX039,CUST015,21-01-2024,11200.00052,D,Wire,International_Wire,Personal Loan Repayment,Personal Loan Ltd,Metro Bank
TX040,CUST016,22-01-2024,5899.997936,D,Wire,International_Wire,Study Materials,Educational Publisher,Oxford Press
TX041,CUST017,22-01-2024,31999.99436,D,Wire,International_Wire,Cryptocurrency Purchase,Coinbase Exchange,Coinbase
TX042,CUST018,23-01-2024,1599.986415,D,ATM,ATM,Cash Withdrawal,Self,ATM Network
TX043,CUST019,23-01-2024,9499.992954,D,Wire,NRISR,Investment Property Down Payment,Real Estate Developer,Emirates Bank
TX044,CUST020,24-01-2024,4099.992125,D,Wire,International_Wire,Business Insurance Premium,Insurance Provider,Aviva
TX045,CUST001,25-01-2024,15.99931999,C,Online,Domestic,Tutoring Income,Private Student,Bank Transfer
TX046,CUST001,25-01-2024,20.97920089,C,Online,Domestic,Tutoring Income,Online Student,Venmo
TX047,CUST002,26-01-2024,27999.99526,D,Wire,International_Wire,Investment Portfolio,Wealth Manager,Goldman Sachs
TX048,CUST003,26-01-2024,7200.001803,D,Wire,NRISR,Vendor Payment,Singapore Supplier,DBS Bank
TX049,CUST004,27-01-2024,2800.000071,D,Branch,Domestic,Healthcare Insurance,NHS Private,Bupa
TX050,CUST005,27-01-2024,17.98596884,C,Online,Domestic,Small Job Payment,Airtasker,Stripe
TX051,CUST006,28-01-2024,6800.011425,D,Wire,International_Wire,Vacation Booking,Hotel Chain,Marriott Bank
TX052,CUST007,28-01-2024,11499.99202,D,Wire,International_Wire,Import Goods Payment,Chinese Supplier,Bank of China
TX053,CUST008,29-01-2024,4199.988686,D,Wire,NRISR,Family Gift Transfer,Family Member,ICICI Bank India
TX054,CUST009,29-01-2024,20999.9987,D,Wire,International_Wire,Machinery Purchase,German Manufacturer,Deutsche Bank
TX055,CUST010,30-01-2024,3099.984841,D,Wire,International_Wire,Research Software License,Microsoft Education,Microsoft
TX056,CUST011,30-01-2024,2400.015477,D,Branch,Domestic,Medical Treatment,Private Doctor,Self Pay
TX057,CUST012,31-01-2024,10800.00357,D,Wire,International_Wire,Stock Market Investment,Trading Platform,Interactive Brokers
TX058,CUST013,31-01-2024,5599.985844,D,Wire,NRISR,Business Travel Expense,Travel Agency India,MakeMyTrip
TX059,CUST014,01-02-2024,520.0067679,D,ATM,ATM,Cash Withdrawal,Self,ATM Network
TX060,CUST015,01-02-2024,8900.003224,D,Wire,International_Wire,Mortgage EMI Payment,Mortgage Lender,Nationwide
TX061,CUST016,02-02-2024,7200.007336,D,Wire,International_Wire,Semester Fee Payment,Imperial College London,Barclays UK
TX062,CUST017,02-02-2024,28500.0089,D,Wire,International_Wire,Bitcoin Purchase,Binance Exchange,Binance
TX063,CUST018,03-02-2024,3100.009202,D,Branch,Domestic,Fixed Deposit Addition,Self,Barclays UK
TX064,CUST019,03-02-2024,12399.99502,D,Wire,NRISR,Business Investment,Dubai Business,Emirates NBD
TX065,CUST020,04-02-2024,4800.00239,D,Wire,International_Wire,Professional License Renewal,Regulatory Body,Government Bank
TX066,CUST002,05-02-2024,44999.98216,D,Wire,International_Wire,Property Purchase Down Payment,Estate Agent,Savills Bank
TX067,CUST003,06-02-2024,950.0156589,D,ATM,ATM,Cash Withdrawal,Self,ATM Network
TX068,CUST007,07-02-2024,13199.999,D,Wire,International_Wire,Business Expansion Payment,Equipment Vendor,Citibank
TX069,CUST009,08-02-2024,19500.00659,D,Wire,International_Wire,Raw Materials Purchase,European Supplier,BNP Paribas
TX070,CUST012,09-02-2024,11500.00125,D,Wire,International_Wire,Portfolio Rebalancing,Investment Firm,Fidelity
TX071,CUST017,10-02-2024,37999.99938,D,Wire,International_Wire,Ethereum Purchase,Kraken Exchange,Kraken
TX072,CUST002,11-02-2024,18000.0077,D,Wire,International_Wire,Overseas Property Investment,Property Developer,HSBC Hong Kong
TX073,CUST006,12-02-2024,120000.0073,C,Wire,Domestic,Annual Bonus,Employer Corporation,HSBC UK
TX074,CUST008,13-02-2024,94999.99261,C,Wire,Domestic,Annual Salary,Tech Company,Barclays UK
TX075,CUST012,14-02-2024,134999.9909,C,Wire,Domestic,Year End Bonus,Financial Services Firm,JP Morgan
TX076,CUST015,15-02-2024,105000.0081,C,Wire,Domestic,Annual Compensation,Consulting Firm,KPMG Bank
TX077,CUST019,16-02-2024,145000.012,C,Wire,Domestic,Executive Bonus,Multinational Corp,Citibank UK
TX078,CUST001,17-02-2024,6099.993967,D,Wire,International_Wire,Second Semester Tuition,University of Oxford,Barclays UK
TX079,CUST005,18-02-2024,2199.998362,D,Wire,International_Wire,Course Registration Fee,Cambridge University,NatWest
TX080,CUST010,19-02-2024,3599.994735,D,Wire,International_Wire,Lab Equipment Fee,Imperial College,HSBC UK
TX001,CUST001,05-01-2024,5800.002278,D,Wire,International_Wire,Tuition Payment Semester 1,University of Oxford,Barclays UK
TX002,CUST002,05-01-2024,12500.00318,D,Wire,International_Wire,Property Investment Payment,London Real Estate Ltd,HSBC UK
TX003,CUST003,05-01-2024,849.9939587,D,ATM,ATM,Cash Withdrawal,Self,ATM Network
TX004,CUST004,06-01-2024,3200.005932,D,Wire,Domestic,Healthcare Payment,Private Hospital,Lloyds Bank
TX005,CUST005,06-01-2024,2100.001602,D,Wire,International_Wire,Tuition Fee,Cambridge University,NatWest
TX006,CUST006,06-01-2024,449.9938111,C,Online,Domestic,Salary Credit,ABC Corporation,HSBC
TX007,CUST007,07-01-2024,8500.0037,D,Wire,International_Wire,Business Supplier Payment,Tech Solutions Inc,Citibank US
TX008,CUST008,07-01-2024,6100.026703,D,Wire,NRISR,International Wire Transfer,Family Abroad,Standard Chartered
TX009,CUST009,08-01-2024,15000.01044,D,Wire,International_Wire,Equipment Purchase,Industrial Supplies Co,Bank of America
TX010,CUST010,08-01-2024,17.9902578,C,Online,Domestic,Freelance Payment,Upwork Client,PayPal
TX011,CUST010,08-01-2024,15.0062119,C,Online,Domestic,Freelance Payment,Fiverr Client,PayPal
TX012,CUST010,08-01-2024,21.98425195,C,Online,Domestic,Freelance Payment,Freelancer Client,Wise
TX013,CUST010,08-01-2024,18.99987696,C,Online,Domestic,Tutoring Payment,Student Parent,Bank Transfer
TX014,CUST011,09-01-2024,1800.017365,D,Branch,Domestic,Fixed Deposit Opening,Self,Barclays UK
TX015,CUST012,09-01-2024,9199.988595,D,Wire,International_Wire,Investment Transfer,Vanguard Investments,JP Morgan
TX016,CUST013,10-01-2024,4499.994277,D,Wire,NRISR,Business Payment,Overseas Supplier,ICICI Bank
TX017,CUST014,10-01-2024,600.0145517,D,ATM,ATM,Cash Withdrawal,Self,ATM Network
TX018,CUST015,11-01-2024,7800.007587,D,Wire,International_Wire,Car Loan EMI Payment,Auto Finance Ltd,Santander UK
TX019,CUST016,11-01-2024,6199.990534,D,Wire,International_Wire,University Accommodation,Student Housing Ltd,Barclays UK
TX020,CUST017,12-01-2024,25000.00617,D,Wire,International_Wire,Import Payment,Chinese Manufacturer,Bank of China
TX021,CUST018,12-01-2024,2100.009461,D,Branch,Domestic,Medical Expense,Private Clinic,Lloyds Bank
TX022,CUST019,13-01-2024,10499.9974,D,Wire,NRISR,Investment Abroad,Property Developer,Dubai Islamic Bank
TX023,CUST020,13-01-2024,3199.983302,D,Wire,International_Wire,Business License Fee,UK Gov Authority,Government Bank
TX024,CUST001,14-01-2024,4500.015456,D,Wire,International_Wire,Education Material Purchase,Academic Books Ltd,Amazon Pay
TX025,CUST002,15-01-2024,3800.009942,D,Online,Domestic,Mortgage Payment,Halifax Bank,Halifax
TX026,CUST003,15-01-2024,11999.99699,C,Wire,International_Wire,Client Payment Received,US Client Corporation,Wells Fargo
TX027,CUST004,16-01-2024,899.9905927,D,ATM,ATM,Cash Withdrawal,Self,ATM Network
TX028,CUST005,16-01-2024,18.99298866,C,Online,Domestic,Small Gig Payment,TaskRabbit,Stripe
TX029,CUST005,16-01-2024,17.00599185,C,Online,Domestic,Small Gig Payment,Rover Pet Sitting,PayPal
TX030,CUST006,17-01-2024,15799.99543,D,Wire,International_Wire,Holiday Package,Travel Agency,Emirates NBD
TX031,CUST007,17-01-2024,9800.029341,D,Wire,NRISR,Supplier Payment,European Vendor,Deutsche Bank
TX032,CUST008,18-01-2024,5500.00818,D,Wire,International_Wire,Family Support,Relative Abroad,Remitly
TX033,CUST009,18-01-2024,18499.99651,D,Wire,International_Wire,Equipment Import,Japanese Supplier,Mizuho Bank
TX034,CUST010,19-01-2024,2799.981047,D,Wire,International_Wire,Online Course Fee,Coursera Platform,Chase Bank
TX035,CUST011,19-01-2024,74999.99586,D,Branch,Domestic,Fixed Deposit Renewal,Self,Barclays UK
TX036,CUST012,20-01-2024,8899.997765,D,Wire,International_Wire,Charity Donation,International NGO,World Bank
TX037,CUST013,20-01-2024,6199.997977,D,Wire,NRISR,Business Supplier Payment,Indian Supplier,HDFC Bank
TX038,CUST014,21-01-2024,449.9894495,D,Branch,Domestic,Utility Payment,Electric Company,Direct Debit
TX039,CUST015,21-01-2024,11199.99537,D,Wire,International_Wire,Personal Loan Repayment,Personal Loan Ltd,Metro Bank
TX040,CUST016,22-01-2024,5900.013802,D,Wire,International_Wire,Study Materials,Educational Publisher,Oxford Press
TX041,CUST017,22-01-2024,32000.00664,D,Wire,International_Wire,Cryptocurrency Purchase,Coinbase Exchange,Coinbase
TX042,CUST018,23-01-2024,1600.014619,D,ATM,ATM,Cash Withdrawal,Self,ATM Network
TX043,CUST019,23-01-2024,9499.999601,D,Wire,NRISR,Investment Property Down Payment,Real Estate Developer,Emirates Bank
TX044,CUST020,24-01-2024,4099.991869,D,Wire,International_Wire,Business Insurance Premium,Insurance Provider,Aviva
TX045,CUST001,25-01-2024,16.02046146,C,Online,Domestic,Tutoring Income,Private Student,Bank Transfer
TX046,CUST001,25-01-2024,20.99443421,C,Online,Domestic,Tutoring Income,Online Student,Venmo
TX047,CUST002,26-01-2024,28000.00235,D,Wire,International_Wire,Investment Portfolio,Wealth Manager,Goldman Sachs
TX048,CUST003,26-01-2024,7199.991194,D,Wire,NRISR,Vendor Payment,Singapore Supplier,DBS Bank
TX049,CUST004,27-01-2024,2800.008921,D,Branch,Domestic,Healthcare Insurance,NHS Private,Bupa
TX050,CUST005,27-01-2024,17.97893486,C,Online,Domestic,Small Job Payment,Airtasker,Stripe
TX051,CUST006,28-01-2024,6800.009153,D,Wire,International_Wire,Vacation Booking,Hotel Chain,Marriott Bank
TX052,CUST007,28-01-2024,11500.0131,D,Wire,International_Wire,Import Goods Payment,Chinese Supplier,Bank of China
TX053,CUST008,29-01-2024,4199.989757,D,Wire,NRISR,Family Gift Transfer,Family Member,ICICI Bank India
TX054,CUST009,29-01-2024,20999.99428,D,Wire,International_Wire,Machinery Purchase,German Manufacturer,Deutsche Bank
TX055,CUST010,30-01-2024,3099.987982,D,Wire,International_Wire,Research Software License,Microsoft Education,Microsoft
TX056,CUST011,30-01-2024,2399.980706,D,Branch,Domestic,Medical Treatment,Private Doctor,Self Pay
TX057,CUST012,31-01-2024,10800.00788,D,Wire,International_Wire,Stock Market Investment,Trading Platform,Interactive Brokers
TX058,CUST013,31-01-2024,5599.999702,D,Wire,NRISR,Business Travel Expense,Travel Agency India,MakeMyTrip
TX059,CUST014,01-02-2024,519.9967363,D,ATM,ATM,Cash Withdrawal,Self,ATM Network
TX060,CUST015,01-02-2024,8899.997128,D,Wire,International_Wire,Mortgage EMI Payment,Mortgage Lender,Nationwide
TX061,CUST016,02-02-2024,7199.978085,D,Wire,International_Wire,Semester Fee Payment,Imperial College London,Barclays UK
TX062,CUST017,02-02-2024,28500.0075,D,Wire,International_Wire,Bitcoin Purchase,Binance Exchange,Binance
TX063,CUST018,03-02-2024,3099.998405,D,Branch,Domestic,Fixed Deposit Addition,Self,Barclays UK
TX064,CUST019,03-02-2024,12399.9926,D,Wire,NRISR,Business Investment,Dubai Business,Emirates NBD
TX065,CUST020,04-02-2024,4799.999186,D,Wire,International_Wire,Professional License Renewal,Regulatory Body,Government Bank
TX066,CUST002,05-02-2024,44999.99707,D,Wire,International_Wire,Property Purchase Down Payment,Estate Agent,Savills Bank
TX067,CUST003,06-02-2024,949.9904156,D,ATM,ATM,Cash Withdrawal,Self,ATM Network
TX068,CUST007,07-02-2024,13199.99376,D,Wire,International_Wire,Business Expansion Payment,Equipment Vendor,Citibank
TX069,CUST009,08-02-2024,19500.00041,D,Wire,International_Wire,Raw Materials Purchase,European Supplier,BNP Paribas
TX070,CUST012,09-02-2024,11499.98796,D,Wire,International_Wire,Portfolio Rebalancing,Investment Firm,Fidelity
TX071,CUST017,10-02-2024,38000.02305,D,Wire,International_Wire,Ethereum Purchase,Kraken Exchange,Kraken
TX072,CUST002,11-02-2024,17999.98889,D,Wire,International_Wire,Overseas Property Investment,Property Developer,HSBC Hong Kong
TX073,CUST006,12-02-2024,120000.0024,C,Wire,Domestic,Annual Bonus,Employer Corporation,HSBC UK
TX074,CUST008,13-02-2024,95000.00808,C,Wire,Domestic,Annual Salary,Tech Company,Barclays UK
TX075,CUST012,14-02-2024,135000.0128,C,Wire,Domestic,Year End Bonus,Financial Services Firm,JP Morgan
TX076,CUST015,15-02-2024,104999.9971,C,Wire,Domestic,Annual Compensation,Consulting Firm,KPMG Bank
TX077,CUST019,16-02-2024,144999.9829,C,Wire,Domestic,Executive Bonus,Multinational Corp,Citibank UK
TX078,CUST001,17-02-2024,6099.99438,D,Wire,International_Wire,Second Semester Tuition,University of Oxford,Barclays UK
TX079,CUST005,18-02-2024,2199.991797,D,Wire,International_Wire,Course Registration Fee,Cambridge University,NatWest
TX080,CUST010,19-02-2024,3600.00206,D,Wire,International_Wire,Lab Equipment Fee,Imperial College,HSBC UK
TX001,CUST001,05-01-2024,5800.005315,D,Wire,International_Wire,Tuition Payment Semester 1,University of Oxford,Barclays UK
TX002,CUST002,05-01-2024,12500.00181,D,Wire,International_Wire,Property Investment Payment,London Real Estate Ltd,HSBC UK
TX003,CUST003,05-01-2024,850.009415,D,ATM,ATM,Cash Withdrawal,Self,ATM Network
TX004,CUST004,06-01-2024,3199.992053,D,Wire,Domestic,Healthcare Payment,Private Hospital,Lloyds Bank
TX005,CUST005,06-01-2024,2100.015368,D,Wire,International_Wire,Tuition Fee,Cambridge University,NatWest
TX006,CUST006,06-01-2024,450.0169101,C,Online,Domestic,Salary Credit,ABC Corporation,HSBC
TX007,CUST007,07-01-2024,8500.001389,D,Wire,International_Wire,Business Supplier Payment,Tech Solutions Inc,Citibank US
TX008,CUST008,07-01-2024,6099.991089,D,Wire,NRISR,International Wire Transfer,Family Abroad,Standard Chartered
TX009,CUST009,08-01-2024,14999.98151,D,Wire,International_Wire,Equipment Purchase,Industrial Supplies Co,Bank of America
TX010,CUST010,08-01-2024,17.99257563,C,Online,Domestic,Freelance Payment,Upwork Client,PayPal
TX011,CUST010,08-01-2024,15.00530298,C,Online,Domestic,Freelance Payment,Fiverr Client,PayPal
TX012,CUST010,08-01-2024,22.01655719,C,Online,Domestic,Freelance Payment,Freelancer Client,Wise
TX013,CUST010,08-01-2024,19.0048582,C,Online,Domestic,Tutoring Payment,Student Parent,Bank Transfer
TX014,CUST011,09-01-2024,1800.006982,D,Branch,Domestic,Fixed Deposit Opening,Self,Barclays UK
TX015,CUST012,09-01-2024,9200.009435,D,Wire,International_Wire,Investment Transfer,Vanguard Investments,JP Morgan
TX016,CUST013,10-01-2024,4500.012495,D,Wire,NRISR,Business Payment,Overseas Supplier,ICICI Bank
TX017,CUST014,10-01-2024,599.9961196,D,ATM,ATM,Cash Withdrawal,Self,ATM Network
TX018,CUST015,11-01-2024,7800.004249,D,Wire,International_Wire,Car Loan EMI Payment,Auto Finance Ltd,Santander UK
TX019,CUST016,11-01-2024,6199.995474,D,Wire,International_Wire,University Accommodation,Student Housing Ltd,Barclays UK
TX020,CUST017,12-01-2024,24999.99441,D,Wire,International_Wire,Import Payment,Chinese Manufacturer,Bank of China
TX021,CUST018,12-01-2024,2100.00494,D,Branch,Domestic,Medical Expense,Private Clinic,Lloyds Bank
TX022,CUST019,13-01-2024,10500.02319,D,Wire,NRISR,Investment Abroad,Property Developer,Dubai Islamic Bank
TX023,CUST020,13-01-2024,3199.999876,D,Wire,International_Wire,Business License Fee,UK Gov Authority,Government Bank
TX024,CUST001,14-01-2024,4499.996586,D,Wire,International_Wire,Education Material Purchase,Academic Books Ltd,Amazon Pay
TX025,CUST002,15-01-2024,3799.9785,D,Online,Domestic,Mortgage Payment,Halifax Bank,Halifax
