transaction_id,customer_id,transaction_type,transaction_amount,transaction_currency,transaction_date,channel,country,alert_flag,source_system
tran1d1883,cust1883,TRANSFER,4820,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1884,cust1884,TRANSFER,4830,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1885,cust1885,TRANSFER,4840,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1886,cust1886,TRANSFER,4850,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1887,cust1887,TRANSFER,4860,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1888,cust1888,TRANSFER,4870,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1889,cust1889,TRANSFER,4880,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1890,cust1890,TRANSFER,4890,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1891,cust1891,TRANSFER,4900,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1892,cust1892,TRANSFER,4910,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1893,cust1893,TRANSFER,4920,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1894,cust1894,TRANSFER,4930,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1895,cust1895,TRANSFER,4940,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1896,cust1896,TRANSFER,4950,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1897,cust1897,TRANSFER,4960,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1898,cust1898,TRANSFER,4970,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1899,cust1899,TRANSFER,4980,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1900,cust1900,TRANSFER,4990,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1901,cust1901,TRANSFER,5000,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1902,cust1902,TRANSFER,5010,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1903,cust1903,TRANSFER,5020,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1904,cust1904,TRANSFER,5030,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1905,cust1905,TRANSFER,5040,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1906,cust1906,TRANSFER,5050,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1907,cust1907,TRANSFER,5060,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1908,cust1908,TRANSFER,5070,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1909,cust1909,TRANSFER,5080,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1910,cust1910,TRANSFER,5090,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1911,cust1911,TRANSFER,5100,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1912,cust1912,TRANSFER,5110,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1913,cust1913,TRANSFER,5120,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1914,cust1914,TRANSFER,5130,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1915,cust1915,TRANSFER,5140,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1916,cust1916,TRANSFER,5150,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1917,cust1917,TRANSFER,5160,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1918,cust1918,TRANSFER,5170,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1919,cust1919,TRANSFER,5180,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1920,cust1920,TRANSFER,5190,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1921,cust1921,TRANSFER,5200,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1922,cust1922,TRANSFER,5210,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1923,cust1923,TRANSFER,5220,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1924,cust1924,TRANSFER,5230,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1925,cust1925,TRANSFER,5240,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1926,cust1926,TRANSFER,5250,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1927,cust1927,TRANSFER,5260,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1928,cust1928,TRANSFER,5270,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1929,cust1929,TRANSFER,5280,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1930,cust1930,TRANSFER,5290,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1931,cust1931,TRANSFER,5300,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1932,cust1932,TRANSFER,5310,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1933,cust1933,TRANSFER,5320,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1934,cust1934,TRANSFER,5330,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1935,cust1935,TRANSFER,5340,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1936,cust1936,TRANSFER,5350,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1937,cust1937,TRANSFER,5360,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1938,cust1938,TRANSFER,5370,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1939,cust1939,TRANSFER,5380,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1940,cust1940,TRANSFER,5390,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1941,cust1941,TRANSFER,5400,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1942,cust1942,TRANSFER,5410,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1943,cust1943,TRANSFER,5420,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1944,cust1944,TRANSFER,5430,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1945,cust1945,TRANSFER,5440,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1946,cust1946,TRANSFER,5450,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1947,cust1947,TRANSFER,5460,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1948,cust1948,TRANSFER,5470,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1949,cust1949,TRANSFER,5480,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1950,cust1950,TRANSFER,5490,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1951,cust1951,TRANSFER,5500,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1952,cust1952,TRANSFER,5510,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1953,cust1953,TRANSFER,5520,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1954,cust1954,TRANSFER,5530,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1955,cust1955,TRANSFER,5540,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1956,cust1956,TRANSFER,5550,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1957,cust1957,TRANSFER,5560,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1958,cust1958,TRANSFER,5570,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1959,cust1959,TRANSFER,5580,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1960,cust1960,TRANSFER,5590,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1961,cust1961,TRANSFER,5600,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1962,cust1962,TRANSFER,5610,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1963,cust1963,TRANSFER,5620,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1964,cust1964,TRANSFER,5630,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1965,cust1965,TRANSFER,5640,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1966,cust1966,TRANSFER,5650,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1967,cust1967,TRANSFER,5660,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1968,cust1968,TRANSFER,5670,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1969,cust1969,TRANSFER,5680,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1970,cust1970,TRANSFER,5690,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1971,cust1971,TRANSFER,5700,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1972,cust1972,TRANSFER,5710,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1973,cust1973,TRANSFER,5720,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1974,cust1974,TRANSFER,5730,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1975,cust1975,TRANSFER,5740,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1976,cust1976,TRANSFER,5750,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1977,cust1977,TRANSFER,5760,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1978,cust1978,TRANSFER,5770,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1979,cust1979,TRANSFER,5780,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1980,cust1980,TRANSFER,5790,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1981,cust1981,TRANSFER,5800,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1982,cust1982,TRANSFER,5810,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1983,cust1983,TRANSFER,5820,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1984,cust1984,TRANSFER,5830,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1985,cust1985,TRANSFER,5840,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1986,cust1986,TRANSFER,5850,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1987,cust1987,TRANSFER,5860,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1988,cust1988,TRANSFER,5870,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1989,cust1989,TRANSFER,5880,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1990,cust1990,TRANSFER,5890,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1991,cust1991,TRANSFER,5900,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1992,cust1992,TRANSFER,5910,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1993,cust1993,TRANSFER,5920,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1994,cust1994,TRANSFER,5930,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1995,cust1995,TRANSFER,5940,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1996,cust1996,TRANSFER,5950,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1997,cust1997,TRANSFER,5960,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1998,cust1998,TRANSFER,5970,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d1999,cust1999,TRANSFER,5980,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2000,cust2000,TRANSFER,5990,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2001,cust2001,TRANSFER,1000,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2002,cust2002,TRANSFER,1010,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2003,cust2003,TRANSFER,1020,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2004,cust2004,TRANSFER,1030,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2005,cust2005,TRANSFER,1040,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2006,cust2006,TRANSFER,1050,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2007,cust2007,TRANSFER,1060,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2008,cust2008,TRANSFER,1070,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2009,cust2009,TRANSFER,1080,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2010,cust2010,TRANSFER,1090,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2011,cust2011,TRANSFER,1100,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2012,cust2012,TRANSFER,1110,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2013,cust2013,TRANSFER,1120,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2014,cust2014,TRANSFER,1130,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2015,cust2015,TRANSFER,1140,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2016,cust2016,TRANSFER,1150,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2017,cust2017,TRANSFER,1160,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2018,cust2018,TRANSFER,1170,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2019,cust2019,TRANSFER,1180,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2020,cust2020,TRANSFER,1190,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2021,cust2021,TRANSFER,1200,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2022,cust2022,TRANSFER,1210,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2023,cust2023,TRANSFER,1220,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2024,cust2024,TRANSFER,1230,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2025,cust2025,TRANSFER,1240,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2026,cust2026,TRANSFER,1250,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2027,cust2027,TRANSFER,1260,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2028,cust2028,TRANSFER,1270,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2029,cust2029,TRANSFER,1280,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2030,cust2030,TRANSFER,1290,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2031,cust2031,TRANSFER,1300,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2032,cust2032,TRANSFER,1310,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2033,cust2033,TRANSFER,1320,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2034,cust2034,TRANSFER,1330,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2035,cust2035,TRANSFER,1340,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2036,cust2036,TRANSFER,1350,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2037,cust2037,TRANSFER,1360,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2038,cust2038,TRANSFER,1370,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2039,cust2039,TRANSFER,1380,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2040,cust2040,TRANSFER,1390,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2041,cust2041,TRANSFER,1400,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2042,cust2042,TRANSFER,1410,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2043,cust2043,TRANSFER,1420,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2044,cust2044,TRANSFER,1430,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2045,cust2045,TRANSFER,1440,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2046,cust2046,TRANSFER,1450,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2047,cust2047,TRANSFER,1460,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2048,cust2048,TRANSFER,1470,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2049,cust2049,TRANSFER,1480,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2050,cust2050,TRANSFER,1490,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2051,cust2051,TRANSFER,1500,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2052,cust2052,TRANSFER,1510,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2053,cust2053,TRANSFER,1520,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2054,cust2054,TRANSFER,1530,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2055,cust2055,TRANSFER,1540,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2056,cust2056,TRANSFER,1550,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2057,cust2057,TRANSFER,1560,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2058,cust2058,TRANSFER,1570,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2059,cust2059,TRANSFER,1580,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2060,cust2060,TRANSFER,1590,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2061,cust2061,TRANSFER,1600,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2062,cust2062,TRANSFER,1610,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2063,cust2063,TRANSFER,1620,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2064,cust2064,TRANSFER,1630,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2065,cust2065,TRANSFER,1640,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2066,cust2066,TRANSFER,1650,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2067,cust2067,TRANSFER,1660,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2068,cust2068,TRANSFER,1670,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2069,cust2069,TRANSFER,1680,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2070,cust2070,TRANSFER,1690,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2071,cust2071,TRANSFER,1700,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2072,cust2072,TRANSFER,1710,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2073,cust2073,TRANSFER,1720,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2074,cust2074,TRANSFER,1730,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2075,cust2075,TRANSFER,1740,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2076,cust2076,TRANSFER,1750,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2077,cust2077,TRANSFER,1760,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2078,cust2078,TRANSFER,1770,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2079,cust2079,TRANSFER,1780,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2080,cust2080,TRANSFER,1790,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2081,cust2081,TRANSFER,1800,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2082,cust2082,TRANSFER,1810,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2083,cust2083,TRANSFER,1820,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2084,cust2084,TRANSFER,1830,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2085,cust2085,TRANSFER,1840,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2086,cust2086,TRANSFER,1850,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2087,cust2087,TRANSFER,1860,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2088,cust2088,TRANSFER,1870,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2089,cust2089,TRANSFER,1880,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2090,cust2090,TRANSFER,1890,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2091,cust2091,TRANSFER,1900,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2092,cust2092,TRANSFER,1910,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2093,cust2093,TRANSFER,1920,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2094,cust2094,TRANSFER,1930,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2095,cust2095,TRANSFER,1940,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2096,cust2096,TRANSFER,1950,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2097,cust2097,TRANSFER,1960,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2098,cust2098,TRANSFER,1970,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2099,cust2099,TRANSFER,1980,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2100,cust2100,TRANSFER,1990,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2101,cust2101,TRANSFER,2000,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2102,cust2102,TRANSFER,2010,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2103,cust2103,TRANSFER,2020,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2104,cust2104,TRANSFER,2030,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2105,cust2105,TRANSFER,2040,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2106,cust2106,TRANSFER,2050,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2107,cust2107,TRANSFER,2060,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2108,cust2108,TRANSFER,2070,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2109,cust2109,TRANSFER,2080,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2110,cust2110,TRANSFER,2090,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2111,cust2111,TRANSFER,2100,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2112,cust2112,TRANSFER,2110,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2113,cust2113,TRANSFER,2120,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2114,cust2114,TRANSFER,2130,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2115,cust2115,TRANSFER,2140,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2116,cust2116,TRANSFER,2150,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2117,cust2117,TRANSFER,2160,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2118,cust2118,TRANSFER,2170,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2119,cust2119,TRANSFER,2180,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2120,cust2120,TRANSFER,2190,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2121,cust2121,TRANSFER,2200,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2122,cust2122,TRANSFER,2210,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2123,cust2123,TRANSFER,2220,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2124,cust2124,TRANSFER,2230,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2125,cust2125,TRANSFER,2240,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2126,cust2126,TRANSFER,2250,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2127,cust2127,TRANSFER,2260,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2128,cust2128,TRANSFER,2270,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2129,cust2129,TRANSFER,2280,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2130,cust2130,TRANSFER,2290,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2131,cust2131,TRANSFER,2300,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2132,cust2132,TRANSFER,2310,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2133,cust2133,TRANSFER,2320,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2134,cust2134,TRANSFER,2330,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2135,cust2135,TRANSFER,2340,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2136,cust2136,TRANSFER,2350,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2137,cust2137,TRANSFER,2360,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2138,cust2138,TRANSFER,2370,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2139,cust2139,TRANSFER,2380,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2140,cust2140,TRANSFER,2390,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2141,cust2141,TRANSFER,2400,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2142,cust2142,TRANSFER,2410,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2143,cust2143,TRANSFER,2420,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2144,cust2144,TRANSFER,2430,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2145,cust2145,TRANSFER,2440,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2146,cust2146,TRANSFER,2450,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2147,cust2147,TRANSFER,2460,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2148,cust2148,TRANSFER,2470,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2149,cust2149,TRANSFER,2480,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
tran1d2150,cust2150,TRANSFER,2490,INR,2024-01-15,ONLINE,IN,N,CORE_BANKING
