customer_id,customer_name,country,risk_rating,kyc_status,customer_type,onboarding_channel
cust337,Customer_37,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust338,Customer_38,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust339,Customer_39,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust340,Customer_40,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust341,Customer_41,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust342,Customer_42,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust343,Customer_43,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust344,Customer_44,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust345,Customer_45,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust346,Customer_46,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust347,Customer_47,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust348,Customer_48,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust349,Customer_49,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust350,Customer_50,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust351,Customer_51,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust352,Customer_52,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust353,Customer_53,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust354,Customer_54,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust355,Customer_55,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust356,Customer_56,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust357,Customer_57,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust358,Customer_58,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust359,Customer_59,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust360,Customer_60,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust361,Customer_61,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust362,Customer_62,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust363,Customer_63,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust364,Customer_64,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust365,Customer_65,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust366,Customer_66,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust367,Customer_67,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust368,Customer_68,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust369,Customer_69,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust370,Customer_70,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust371,Customer_71,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust372,Customer_72,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust373,Customer_73,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust374,Customer_74,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust375,Customer_75,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust376,Customer_76,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust377,Customer_77,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust378,Customer_78,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust379,Customer_79,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust380,Customer_80,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust381,Customer_81,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust382,Customer_82,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust383,Customer_83,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust384,Customer_84,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust385,Customer_85,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust386,Customer_86,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust387,Customer_87,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust388,Customer_88,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust389,Customer_89,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust390,Customer_90,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust391,Customer_91,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust392,Customer_92,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust393,Customer_93,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust394,Customer_94,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust395,Customer_95,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust396,Customer_96,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust397,Customer_97,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust398,Customer_98,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust399,Customer_99,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust400,Customer_100,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust401,Customer_1,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust402,Customer_2,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust403,Customer_3,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust404,Customer_4,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust405,Customer_5,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust406,Customer_6,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust407,Customer_7,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust408,Customer_8,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust409,Customer_9,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust410,Customer_10,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust411,Customer_11,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust412,Customer_12,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust413,Customer_13,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust414,Customer_14,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust415,Customer_15,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust416,Customer_16,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust417,Customer_17,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust418,Customer_18,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust419,Customer_19,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust420,Customer_20,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust421,Customer_21,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust422,Customer_22,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust423,Customer_23,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust424,Customer_24,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust425,Customer_25,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust426,Customer_26,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust427,Customer_27,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust428,Customer_28,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust429,Customer_29,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust430,Customer_30,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust431,Customer_31,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust432,Customer_32,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust433,Customer_33,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust434,Customer_34,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust435,Customer_35,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust436,Customer_36,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust437,Customer_37,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust438,Customer_38,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust439,Customer_39,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust440,Customer_40,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust441,Customer_41,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust442,Customer_42,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust443,Customer_43,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust444,Customer_44,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust445,Customer_45,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust446,Customer_46,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust447,Customer_47,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust448,Customer_48,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust449,Customer_49,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust450,Customer_50,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust451,Customer_51,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust452,Customer_52,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust453,Customer_53,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust454,Customer_54,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust455,Customer_55,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust456,Customer_56,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust457,Customer_57,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust458,Customer_58,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust459,Customer_59,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust460,Customer_60,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust461,Customer_61,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust462,Customer_62,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust463,Customer_63,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust464,Customer_64,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust465,Customer_65,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust466,Customer_66,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust467,Customer_67,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust468,Customer_68,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust469,Customer_69,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust470,Customer_70,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust471,Customer_71,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust472,Customer_72,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust473,Customer_73,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust474,Customer_74,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust475,Customer_75,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust476,Customer_76,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust477,Customer_77,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust478,Customer_78,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust479,Customer_79,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust480,Customer_80,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust481,Customer_81,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust482,Customer_82,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust483,Customer_83,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust484,Customer_84,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust485,Customer_85,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust486,Customer_86,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust487,Customer_87,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust488,Customer_88,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust489,Customer_89,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust490,Customer_90,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust491,Customer_91,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust492,Customer_92,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust493,Customer_93,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust494,Customer_94,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust495,Customer_95,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust496,Customer_96,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust497,Customer_97,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust498,Customer_98,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust499,Customer_99,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust500,Customer_100,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust501,Customer_1,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust502,Customer_2,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust503,Customer_3,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust504,Customer_4,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust505,Customer_5,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust506,Customer_6,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust507,Customer_7,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust508,Customer_8,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust509,Customer_9,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust510,Customer_10,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust511,Customer_11,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust512,Customer_12,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust513,Customer_13,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust514,Customer_14,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust515,Customer_15,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust516,Customer_16,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust517,Customer_17,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust518,Customer_18,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust519,Customer_19,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust520,Customer_20,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust521,Customer_21,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust522,Customer_22,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust523,Customer_23,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust524,Customer_24,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust525,Customer_25,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust526,Customer_26,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust527,Customer_27,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust528,Customer_28,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust529,Customer_29,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust530,Customer_30,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust531,Customer_31,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust532,Customer_32,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust533,Customer_33,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust534,Customer_34,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust535,Customer_35,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust536,Customer_36,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust537,Customer_37,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust538,Customer_38,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust539,Customer_39,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust540,Customer_40,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust541,Customer_41,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust542,Customer_42,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust543,Customer_43,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust544,Customer_44,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust545,Customer_45,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust546,Customer_46,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust547,Customer_47,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust548,Customer_48,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust549,Customer_49,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust550,Customer_50,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust551,Customer_51,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust552,Customer_52,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust553,Customer_53,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust554,Customer_54,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust555,Customer_55,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust556,Customer_56,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust557,Customer_57,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust558,Customer_58,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust559,Customer_59,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust560,Customer_60,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust561,Customer_61,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust562,Customer_62,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust563,Customer_63,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust564,Customer_64,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust565,Customer_65,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust566,Customer_66,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust567,Customer_67,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust568,Customer_68,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust569,Customer_69,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust570,Customer_70,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust571,Customer_71,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust572,Customer_72,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust573,Customer_73,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust574,Customer_74,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust575,Customer_75,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust576,Customer_76,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust577,Customer_77,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust578,Customer_78,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust579,Customer_79,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust580,Customer_80,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust581,Customer_81,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust582,Customer_82,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust583,Customer_83,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust584,Customer_84,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust585,Customer_85,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust586,Customer_86,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust587,Customer_87,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust588,Customer_88,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust589,Customer_89,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust590,Customer_90,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust591,Customer_91,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust592,Customer_92,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust593,Customer_93,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust594,Customer_94,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust595,Customer_95,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust596,Customer_96,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust597,Customer_97,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust598,Customer_98,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust599,Customer_99,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust600,Customer_100,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust601,Customer_1,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust602,Customer_2,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust603,Customer_3,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust604,Customer_4,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust605,Customer_5,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust606,Customer_6,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust607,Customer_7,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust608,Customer_8,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust609,Customer_9,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust610,Customer_10,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust611,Customer_11,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust612,Customer_12,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust613,Customer_13,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust614,Customer_14,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust615,Customer_15,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust616,Customer_16,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust617,Customer_17,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust618,Customer_18,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust619,Customer_19,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust620,Customer_20,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust621,Customer_21,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust622,Customer_22,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust623,Customer_23,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust624,Customer_24,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust625,Customer_25,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust626,Customer_26,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust627,Customer_27,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust628,Customer_28,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust629,Customer_29,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust630,Customer_30,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust631,Customer_31,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust632,Customer_32,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust633,Customer_33,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust634,Customer_34,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust635,Customer_35,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust636,Customer_36,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust637,Customer_37,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust638,Customer_38,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust639,Customer_39,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust640,Customer_40,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust641,Customer_41,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust642,Customer_42,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust643,Customer_43,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust644,Customer_44,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust645,Customer_45,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust646,Customer_46,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust647,Customer_47,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust648,Customer_48,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust649,Customer_49,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust650,Customer_50,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust651,Customer_51,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust652,Customer_52,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust653,Customer_53,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust654,Customer_54,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust655,Customer_55,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust656,Customer_56,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust657,Customer_57,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust658,Customer_58,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust659,Customer_59,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust660,Customer_60,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust661,Customer_61,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust662,Customer_62,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust663,Customer_63,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust664,Customer_64,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust665,Customer_65,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust666,Customer_66,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust667,Customer_67,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust668,Customer_68,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust669,Customer_69,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust670,Customer_70,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
cust671,Customer_71,IN,MEDIUM,COMPLETED,INDIVIDUAL,BRANCH
cust672,Customer_72,IN,HIGH,COMPLETED,INDIVIDUAL,BRANCH
cust673,Customer_73,IN,LOW,COMPLETED,INDIVIDUAL,BRANCH
